OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
245,245_190,Cut it right at the ends.,teacher,[Inaudible] – one end.,student,I don’t like that big thing.,teacher,"You’re gonna have to have – Student J can help you hold it while you’re trying to measure around, and then you can cut it according to your circle.",student,"Well then you get to right here, you have to cut it right there.",teacher,Cut it right at the ends.,student,[Inaudible].,teacher,He’s in his class right now.  He’s not in here for math.,0,0,0,0
2609,2609_96,"Sure.  Student T, how many pieces of information do I need on my bar graph?  How many titles?",teacher,Okay.  Student T?,student,There are two more children that have Hazel than blue.,teacher,"Very good, Student T.  She says there's two more children that have hazel than blue.  She's comparing the hazel to the blue.  Okay.  When you do this, they ask you to give me facts.  Facts doesn't say, ""I like children with blue eyes.""  That's not a fact.  I can't prove that using this graph, using this plot line.  Now if I were going to create a graph, what kind of a graph do you think I should use? This is a plot line.  If I wanted to create a graph, what would be the easiest graph to make using this information? Student T?",student,A bar graph.,teacher,"Sure.  Student T, how many pieces of information do I need on my bar graph?  How many titles?",student,Three.,teacher,"Three.  Student C, what do you think I should use for the title of my bar graph?",0,0,1,0
771,771_180,Go throw that out.,teacher,"I know, but that one doesn’t work that good.  Good.",student,Okay.,teacher,Yes.,student,[Inaudible] 91?,teacher,Go throw that out.,student,[Inaudible] 91?,student,[Inaudible].,0,0,0,1
2220,2220_190,"All right, what?",teacher,"Twenty-eight over forty.  Okay, see how far you can work it out on your own.  See how far you can work it out on your own. Twenty-eight fortieths.  If someone said that they had twenty-eight fortieths of a piece pizza – of pizza pie, a whole pie, I don't know.  That would be hard for me to figure out.  Tell me where you are in your journal.  Are you doing calendar?  All right, do you have any fraction problems in your calendar that you're working on today? Lots of fractions this time around.  Where's your calendar? I want to see where you're actually showing your works before you – showing your work before you colored in.  Good on the back.  That works for me.  All right, show your work please.",student,Teacher?,teacher,Yes?,student,Do number two.,teacher,"All right, what?",student,They have a remainder at all?,teacher,Let's take a look.  It says about.  So what should you do?,0,0,1,0
4730,4730_94,Why do you need a dollar for that?  Is there a person there collecting money or something?,teacher,"Then go on to the other ones.  There you go.  Student J, how you doing?",teacher,"That’s right.  That’s not right.  Yes.  Why don’t you explain to Student K what we’re thinking of?  Where’s number eight? Student K, four hours, 15 minutes?",teacher,"Here’s 10:20.  You did 11:20.  That’s one hour.  12:20, two hours, 1:30, three hours, and 2:20 is four hours.  And you have to get to here.  This is 2:45 right there.  Okay.  So how are you going to get to there?  How many minutes is it from here to there?",student,[Inaudible].,teacher,Why do you need a dollar for that?  Is there a person there collecting money or something?,student,No.,teacher,"Count with me.  Sit down and raise your hand like everybody else does.  No, you don’t start here.  You start here, five –",0,0,1,0
4205,4205_193,Huh?,teacher,"Why?  Because I'm not asking you for drawings like that.  I'm asking you for math work.  Go change your color please. No, that's not what I asked you to do.  No.  Let's check this out. [Presentation] You got that? [Presentation]",student,[Inaudible]. [Presentation],teacher,"So you have one and eight tenths.  Here's the thing.  If the question in the CRCT is gonna tell you that you have to do it in simplest form, then it will have to be you gotta simplify it.  Would you?",multiple students,Yes.,teacher,Huh?,student,Can you say what you just said [inaudible]?,teacher,"If the question asked you to simplify it or give the answer into the simplest forms, is one and four fifths the same thing as one and eight tenths?",0,0,0,0
358,358_104,"Okay it’s already been scored.  Oh wait, you did the wrong",teacher,"Okay good, do you know him?  Okay, all right, okay, good.  Do you need a new card to start [unintelligible] --?  Okay Group 1, this is what I need ya to do.  We’re gonna have my other group that’s equal to – I need to show how to play the game.  Okay each question has their own patch today. Just explore them, play with them and as I’m coming to do that, play well play with them and then [unintelligible] Play with them but as I’m coming to you. and you’d like to play with them and nibble it, then get it out of our system.  All right notice what they have written on ‘em and why these are so unique, all right, and I will be right back.",teacher,[Unintelligible] All right?  This whole area.,student,[Unintelligible],teacher,"I’ll get you one, [unintelligible] okay?  All right.",teacher,"Okay it’s already been scored.  Oh wait, you did the wrong",teacher,"Okay well the first thing that I need ya to do is look at the – look at your score.  If you’ve missed any, go back and go, “Oh!  I see what I did.”  Sometimes you’ll notice you make the mistake on one card and then here’s your new one, all right?",student,I’ll staple this report.,0,0,0,0
2541,2541_254,So that makes you pretty smart.,teacher,[Teacher writing on board].  Yes?,student,I feel like I’m in college.,teacher,"You know what?  Miss O probably didn’t do this until I got to middle school, or high school, so you are doing work that is pretty advanced.  So you should be proud because you’re getting it.  You understand it.  You’re starting to understand it.",student,My friends -,teacher,So that makes you pretty smart.,student,Yeah.,student,[Inaudible].,0,0,0,0
372,372_34,"Maybe.  And remember, each shape has to be different than the others, which means it has to look different than the others.  No, you can’t do that.  Nope, no short side, long side.  It has to be short side to short side or long side to long side.",teacher,"Corner to corner.  So the whole side had to fit together.  So I want you fitting them corner to corner like that.  I want you to see how many different shapes you can make with two. So I’m gonna take two and I’m gonna make a shape and I’m gonna set those aside, and I’m gonna take another two and I’m gonna make a shape and I’m gonna set it aside.  I want to see how many shapes, how many different shapes I can make using two, just two.  How many different shapes can I make using just two.  Two triangles per shape.  Remember, they have to fit together corner to corner, which means I can’t use short side, long side.  No short side, long side together.  Do you have a question?",student,"Yeah.  Since they’re already triangles, could you just make them into bigger triangles?",teacher,If that’s a shape.  Is it a shape?,student,"Well, I was just thinking ‘cause it’s the same shape.",teacher,"Maybe.  And remember, each shape has to be different than the others, which means it has to look different than the others.  No, you can’t do that.  Nope, no short side, long side.  It has to be short side to short side or long side to long side.",student,Can we do another triangle?,teacher,I don’t know.  Is that a shape?,0,0,0,0
2476,2476_218,"Sure.  Your first line up could be 10, but make sure your point of origin is 0.  I'm confused.  I need you to move your hand for a minute.  January was 13.  You wanna make a straight line off where it ends.  You don't want it to be jagged.  You feel okay today?  You look a little bit red. You been holding your hand?  You okay.  You sure?  You don't look like yourself today.  So February should have ended exactly at 20.  Now let's look at yours.  You've got 10, 20.  This line right here is gonna be a 20.  So if February went to 20, did you color it into the right spot 'cause those numbers are gonna be exact on your bars.  Make sure you're lining up on your Y axis.  You want those numbers to sit right on the line.  So you're gonna color up to that line to show your 20 or your 30 or whatever numbers you've chosen as your scale.  Whatever I'm labeling in here, remember my point of origin is 0.  My next line I want my number to be even with the line, the horizontal line.  I want to make sure this is my 0, and here where my next line is, is my next number 'cause I'm only gonna shade into there if that's where my – if it's a whole number like that.  Put that book away 'cause you are not done.  You need to go back to your question, and you need to make sure you answered all of the parts of your questions.  Your name is not on your paper yet.  And you need to go through each question and check off in the question themselves that you answered each part.  And you want smooth lines across when you're shading in.  You don't want jagged lines at the top. So you need to be nice and smooth.  And so far it looks like I've seen maybe two people on their answer sheet label part B.  Make sure you have something more here.  I know Mrs. D is doing her, what is it, a fort of fours.  And I'm looking for a lot more fours than I'm seeing right now. Much better.  March was 31.  Does that look like 31?  If you've labeled yours by tens, make sure if your number is like 21, you're not way over the line.  So for example, March which said 31, that should not be halfway up.  31 should only be pretty much just over that line if this was my 31.  How much is in between each box representing? Think about that as you're doing this.  You got the grid paper to do your table on to do your graph.  Yes, sir?",teacher,"The interval is when we talk about the lowest temperature through the highest temperature.  So if you want to show it both ways, you would put ""or"" and then use this number and this number and the word ""through"" or a dash, not the word ""and"" 'cause the word ""and"" is implying that it's those two numbers.  And it's through those two numbers.  It's from the lowest number to the highest number.  Yes, sir?",student,"If we're on the Y axis, if we're counting by 5's, can that number be 10?",teacher,"You want to start at 0.  You always start at 0, but your first – you mean your first line up?",student,Yeah.,teacher,"Sure.  Your first line up could be 10, but make sure your point of origin is 0.  I'm confused.  I need you to move your hand for a minute.  January was 13.  You wanna make a straight line off where it ends.  You don't want it to be jagged.  You feel okay today?  You look a little bit red. You been holding your hand?  You okay.  You sure?  You don't look like yourself today.  So February should have ended exactly at 20.  Now let's look at yours.  You've got 10, 20.  This line right here is gonna be a 20.  So if February went to 20, did you color it into the right spot 'cause those numbers are gonna be exact on your bars.  Make sure you're lining up on your Y axis.  You want those numbers to sit right on the line.  So you're gonna color up to that line to show your 20 or your 30 or whatever numbers you've chosen as your scale.  Whatever I'm labeling in here, remember my point of origin is 0.  My next line I want my number to be even with the line, the horizontal line.  I want to make sure this is my 0, and here where my next line is, is my next number 'cause I'm only gonna shade into there if that's where my – if it's a whole number like that.  Put that book away 'cause you are not done.  You need to go back to your question, and you need to make sure you answered all of the parts of your questions.  Your name is not on your paper yet.  And you need to go through each question and check off in the question themselves that you answered each part.  And you want smooth lines across when you're shading in.  You don't want jagged lines at the top. So you need to be nice and smooth.  And so far it looks like I've seen maybe two people on their answer sheet label part B.  Make sure you have something more here.  I know Mrs. D is doing her, what is it, a fort of fours.  And I'm looking for a lot more fours than I'm seeing right now. Much better.  March was 31.  Does that look like 31?  If you've labeled yours by tens, make sure if your number is like 21, you're not way over the line.  So for example, March which said 31, that should not be halfway up.  31 should only be pretty much just over that line if this was my 31.  How much is in between each box representing? Think about that as you're doing this.  You got the grid paper to do your table on to do your graph.  Yes, sir?",student,Can I sharpen my pencil?  Thank you.,teacher,You're welcome.  Make sure you're using the graph paper on the answer sheet.,0,0,1,0
132,132_260,"Yeah, a little [Inaudible], those real tiny little cubes.  And I like when Student L said that you can put maybe a jewelry box or there’s some kind of different things.",teacher,"And some of you might have gotten this answer so quickly because you go, well, I know what three times five is, right?  Student T – Student T, get your head up, please.  I know what three times five is.  What’s three times five, Student T?  Three times 15, 15.  And since it’s a 10, you can just put the zero on the end.  That’s 150.  Okay, does everyone agree there’s 150 little cubes in there?",multiple students,Yes.,teacher,"Okay, very good.  I want to put a few other dimensions up on the board, and I want you to tell me how many cubes.",student,You could put [Inaudible] in a little –,teacher,"Yeah, a little [Inaudible], those real tiny little cubes.  And I like when Student L said that you can put maybe a jewelry box or there’s some kind of different things.",student,[Inaudible] color it.,teacher,"Right, okay.  So that equals 150, okay?  Let me put some more dimension up here.  I just want you to take out a piece of paper or do it in your notebook and figure out the volume. How many cubes would these prisms hold?  I want to put the dimensions up on the board.  Excuse me. Here’s prism number one.  Okay, and the dimensions are three by six by nine, okay?  Three by six by nine.  I want you to figure that out on a piece of paper.  Student K, turn around.  Your body.  No, no, your whole body.  Take out your notebook.",1,0,0,0
2086,2086_45,"Maybe they did.  Maybe they ignored Thursday.  Maybe they read this part right here.  If this pattern continues and they just quickly clicked on A, because remember we did do this online this time here.  Yes, sir?",teacher,"Thursday, how many cans?",multiple students,30.,teacher,"So I think we kind of rushed through that one as well, all right?  That’s the only thing I could come up with.  Does anybody have another idea why people would have picked – yes, ma’am?",student,"[Inaudible] how many the next day, and what comes – what comes next.",teacher,"Maybe they did.  Maybe they ignored Thursday.  Maybe they read this part right here.  If this pattern continues and they just quickly clicked on A, because remember we did do this online this time here.  Yes, sir?",student,Maybe they didn’t look at all the answers.,teacher,"Maybe they didn’t look at all the answers carefully.  Okay, now some of you are gonna get your test back, your score back and go, oh, I knew that one, okay?  So when you are doing any assignment for any teacher, it is really important to use that time.  Take your time. All right, let’s take a look at the next one.  The next one that gave people a hard time was number seven.  Now, this one, a lot of people had all kinds of answers, so I really kind of have to get your help to help me figure out why students would miss this one, okay?  Let me get someone in the front.  Student V, would you read it out loud for us?",1,1,0,0
2158,2158_250,You know how we all just have our little pet peeves?  That's just one of mine.  I don’t like the edges.,teacher,"Oh, just a couple of minutes.  Lunch is only three minutes earlier for us.",student,"No, it's at 11:00, isn't it?",teacher,"It's 11:05.  The schedule I'm talking about is our regular schedule.  We have social studies and science in a few minutes.  So we have to stop here so that I can have time to give you the quiz.  So here's what I need for you to do. I need a clean sheet of paper.  Please, no spiral notebook paper.  You know how I feel about that.",student,Why?,teacher,You know how we all just have our little pet peeves?  That's just one of mine.  I don’t like the edges.,teacher,We're going to the lunchroom.,student,[Inaudible].,0,0,0,1
591,591_240,Yes.,teacher,If I talk you don’t remember as much as when you do it.,student,[Inaudible],teacher,"Yeah, see I told you.  You didn’t believe me.  You think I want to hear my voice all the time?  No.",student,[Inaudible],teacher,Yes.,student,[Inaudible],teacher,Well this is fun.  Mm-hmm.,0,0,0,1
509,509_95,Mm-hmm.,teacher,"Don't bring your city guide.  We’re going to wrap up math by looking at that.  We’re going to practice some word problems today, though.",student,[Inaudible],teacher,Clipboard and pencil.,student,[Inaudible],teacher,Mm-hmm.,student,[Inaudible],teacher,We don't do math in pen no matter what.,0,0,0,1
2520,2520_6,"Okay.  Have you done this before Student C?  Where in your school, where were you – what were you doing in math, in Virginia?",teacher,"Okay.  “Each set of triangle measurements in Column A is missing one number.  Find the missing number in Column B. Write the letter of the correct answer in the blank.  Not all of the answers in Column B will be used.” So the first one, it gives you the base.  It gives you the height.  Who can tell me what the formula is for a triangle?  And I would highly suggest that anytime you do a paper like this, that you write the formula at the top of the page so you don’t have to keep on remembering it.  It will be there for you.  Student A?",student,A equals one-half base times height?,teacher,"A equals one-half times base times height.  Student A, had you gotten to finding area, yet?",student,Yes.,teacher,"Okay.  Have you done this before Student C?  Where in your school, where were you – what were you doing in math, in Virginia?",student,"Um, like -",teacher,"Were you doing decimals and fractions?  Okay.  So we just started on this unit this week, so you’re not that far behind us in finding the area for squares and rectangles is easy.  So that will be easy for you.  Finding the area of a triangle is just a little bit tricky, because you have to remember to do the – multiply by one-half, right here. Okay.  And I didn’t give you homework papers yesterday, did I?  Let me find you some right now, that way you can work along with us.",0,0,1,0
2739,2739_165,He’s thinking.  Student I?,teacher,"Now, how are we going to do that?  Remember we talked about multiplying and dividing.  But let’s see, I have a new one here.  I have a colored one, now.  Okay.  Now, all right. So if this is ten, and this is another ten.  This is 20. And so when we measured, we measured – all of these that we measured were centimeters.  Remember that the millimeters are the little teeny lines.  So if this – from zero to ten is centimeters, how many millimeters am I going to have in ten centimeters?",student,Ooh.,teacher,"If I have ten centimeters, how many millimeters am I going to have?  How many of those little teeny lines that I told you that I might have you count – how many of those would you have?  If I have ten centimeters, how many millimeters am I going to have?  Student K?",student,It’s going to be …,teacher,He’s thinking.  Student I?,student,One [inaudible].,teacher,"One hundred.  These little teeny lines here are your millimeters.  There’s ten of them between zero and one, right?  There’s ten of them between one and two.  There’s ten of them between two and three.  There’s ten of them between three and four.  There’s ten of them between four and five, etc.  So all the way up to ten.  Remember, metrics is based on what number, class?",0,0,1,0
76,76_76,"You can always use the [Inaudible] we have over there, yeah. You could use your name tag.  I think you remember our work with fraction circles.  You could use the clock.",teacher,Two out of two which is also in lowest terms.,student,A whole.,teacher,A whole.  Thank you.  Another fraction you could substitute with an equivalent?  So we have five sixths.  Do we know any equivalents for five sixths?  We could think about our clock fractions.,student,"Oh, you can use them.  You can do that.",teacher,"You can always use the [Inaudible] we have over there, yeah. You could use your name tag.  I think you remember our work with fraction circles.  You could use the clock.",student,Ten twelfths?,teacher,So how did you know that five sixths was equal to ten twelfths?,0,0,0,0
180,180_215,So now does your number match?,teacher,But I don’t see a decimal in your product.,student,Oh yeah.,teacher,So where’s it gonna go?  But how many numbers do you have behind the decimal in here?,student,[Inaudible].,teacher,So now does your number match?,student,Yes.,teacher,"No it doesn’t.  No, I’m kidding you; I promise.  Yup.  Yup; there you go.  Look!  I think you did five.  I think you did it by five; that’s why you got that crazy answer.  It’s 8 hundredths – now does your answer match?  You see?  You see why it’s so important?  That was that whole thing. Alright, raise your hand – I mean on your white board, write whose money would you rather have, Student D’s or Student J’s?  Remember Student D had $.04, Student J had $.40.  Whose money would you rather have?  Yeah man! Student J’s.  Whose money would you rather have, Student K’s or Student J’s?  Student K.  Okay?  You see why the decimals are so important? You know what?  When I get my paycheck, what do you think I would rather have, $.40 or $40.00?",0,0,0,0
4692,4692_9,"That’s right.  They all have four sides, and?  Student K?",student,Yes.,teacher,"All right, so you’ll be working in group with – actually, you’ll be working with a partner to classify the polygons. So first of all, let’s review, now that I go this thing running.  I couldn’t get it running yesterday, but.",teacher,"Nice diagram.  Shows that all of the things under here are quadrilaterals, and then it goes off to trapezoids all by themselves, and then these.  So each one fits into the next one. How are special quadrilaterals related to each other?  What is – what is it about them that’s the same?  That’s what that means.  What is it about them that’s the same? Student R, what do all quadrilaterals have in common?",student,Um … they have – they all have four sides.,teacher,"That’s right.  They all have four sides, and?  Student K?",student,Vertices?  Corners?,teacher,How many?,1,0,1,0
2255,2255_538,"Okay.  Any other person?  What did we find out with three strings, because the [inaudible] are given to you?  So the three strings, what is 140 times 6?  Student A.",student,"I struggled a little bit with getting not necessarily confused, but not noticing that I already had something down and I’d write it over.",student,Yeah.,teacher,"Is it because you are looking at the reverse side, like 3 times 4, 4 times 3.",student,"Yeah, the reverse.  I was reversing it around.",teacher,"Okay.  Any other person?  What did we find out with three strings, because the [inaudible] are given to you?  So the three strings, what is 140 times 6?  Student A.",student,70 times 2 times 6.,teacher,70 times 2 times 6.  How about 120 times 7 please?,0,0,1,0
675,675_39,"A variable.  We’re just plugging in numbers for our variables to come up with an equation, correct?",teacher,We could go on forever with this couldn’t we?,multiple students,Mm-hmm.,teacher,We could go on forever.  What – all we’re doing is putting in numbers for our what?  What do we call this when it’s like a shape or if it’s an X or an M?  What is that called Student G?,student,Variable.,teacher,"A variable.  We’re just plugging in numbers for our variables to come up with an equation, correct?",multiple students,Mm-hmm.,teacher,So my question for you is – and I’m gonna give you a few seconds to talk with your neighbor – what do all those mean?  What do those equal signs mean?  What does an equal sign mean?,1,1,1,0
534,534_60,"Not right now it doesn’t, because right now all you're doing is putting those – it's a fancy way of saying what, Student T? This question is a fancy way of saying what?  What do they want you to do?  What are they testing you on?",teacher,"Ten, based on the tens system, right?  Ten, ten, ten.  So they're going to add thousandths to your set B.  Then instead of putting them on the number line, you're going to do something a little different today that involves first ordering them, then second is going to involve a little strategy because you are in a mini-competition with your partner.  Okay.  So the more you understand, the better chance you'll have.  So this is what I need you to do. Open up to page 19 in your math books.  We're going to review ordering fractions on page 19.  You just worked on ordering decimals.  You can make those equivalent to decimals, and we can hopefully get this done in two minutes.  Student M, just look on with Student T now.  Nice and loud at the top, Student T, go.",student,There are 30 averages of monthly precipitation for two cities. Put the amounts in order from least precipitation to the greatest amount.  All amounts are recorded in inches.,teacher,"What if this was a test and I was like, ""I don't know what precipitation means.""  Does that matter?",multiple students,No.,teacher,"Not right now it doesn’t, because right now all you're doing is putting those – it's a fancy way of saying what, Student T? This question is a fancy way of saying what?  What do they want you to do?  What are they testing you on?",student,Putting it in order.,teacher,Putting what in order?,0,0,1,0
2767,2767_226,"There are several on that line.  Who can tell me - what does that tell you?  I want you to think on that one.  Keep drawing.  Draw.  You need a bigger triangle.  That’s not large enough.  Class, you’re making life hard for yourself when you draw little tiny triangles, because you can’s see them.  Draw large triangles.  Come on.  There you go.  Draw some large triangles. You’re only putting three pieces together, and they all have to do what?  Are yours all on the line?  Are these all on the line?  This angle has to sit on the line, like this. And this one has to fit like this, and then this one will fit like that.  Now they’re all on that straight line? Good.  Now get you another one.  Get them all on the line.",student,Yes.,student,Yes.,teacher,"It formed a straight angle.  Look at these, right here.  You see?  Student M’s.  Look at Student M’s.  This one right here, all of the points are together.  Does he have a straight angle, here?",student,Yes.,teacher,"There are several on that line.  Who can tell me - what does that tell you?  I want you to think on that one.  Keep drawing.  Draw.  You need a bigger triangle.  That’s not large enough.  Class, you’re making life hard for yourself when you draw little tiny triangles, because you can’s see them.  Draw large triangles.  Come on.  There you go.  Draw some large triangles. You’re only putting three pieces together, and they all have to do what?  Are yours all on the line?  Are these all on the line?  This angle has to sit on the line, like this. And this one has to fit like this, and then this one will fit like that.  Now they’re all on that straight line? Good.  Now get you another one.  Get them all on the line.",student,[Inaudible].,teacher,"Yes, it’s too small.  All those are too small.  Here.",0,0,1,0
2130,2130_142,"Go to the next page, and you can write continue.  Absolutely correct, okay?  But we’re – let me see, do we want to go ahead – we’ll go ahead and continue.  I have two more vocabulary words.  Okay.  Everybody has everything copied down?",teacher,Okay.,student,There’s a little [inaudible].,teacher,"Okay, there’s a little bit of space for some of you.  So remember, when you’re running out of space, what are you supposed to do?",multiple students,Go to the next page.,teacher,"Go to the next page, and you can write continue.  Absolutely correct, okay?  But we’re – let me see, do we want to go ahead – we’ll go ahead and continue.  I have two more vocabulary words.  Okay.  Everybody has everything copied down?",multiple students,No.,teacher,"Okay, so go ahead and write.",0,0,0,0
238,238_83,"Four.  One, two, three – I start here.  One, two, three, four. My answer would be negative one-eighth.  But we’re not gonna get into negatives.  I should have thought that out a little better.  All right, let’s get some practice in on this and see how we do.  Okay, would you pass one of these out to everybody, and would you pass one of these out to everybody?  Boys and girls, the paper that you’re getting, there are three pages to it.  It is practice on addition and subtraction of fractions.  They give us not just two fractions to add together, but sometimes three or four. Does the rule change if I have three fractions versus two?",teacher,"I don’t at this point.  It would get us into negative numbers, which we’re not gonna get into today.  The answer to this would be negative one-eighth.  If you’re thinking of it in terms of a number line, this being zero, being broken down into eighths –",student,"It would kind of be, like, negative –",teacher,I start at three-eighths and I’m gonna take away – so I’m moving to the right how many spaces?,student,Four.,teacher,"Four.  One, two, three – I start here.  One, two, three, four. My answer would be negative one-eighth.  But we’re not gonna get into negatives.  I should have thought that out a little better.  All right, let’s get some practice in on this and see how we do.  Okay, would you pass one of these out to everybody, and would you pass one of these out to everybody?  Boys and girls, the paper that you’re getting, there are three pages to it.  It is practice on addition and subtraction of fractions.  They give us not just two fractions to add together, but sometimes three or four. Does the rule change if I have three fractions versus two?",multiple students,No.,teacher,No.  The rule is still the same.  I’m still looking for a common what?,1,1,1,0
1159,1159_57,"It’s round.  Very good.  So, we will have to find what?",teacher,Circle.  So that swimming pool is what?,multiple students,Circle.,teacher,It’s what?,multiple students,Circle.,teacher,"It’s round.  Very good.  So, we will have to find what?",multiple students,Circumference.,teacher,"Circumference.  Okay.  And the last one?  All right, somebody read Number 4 for us, please.  Student M?",0,0,1,0
2139,2139_197,You got it?  You got it?  You got it?  Good job.,teacher,"After the eight.  I want you do number eight, right now, and hold your board up with the answer.  You need to check yours.  Problem number eight on page 175.  Hold your boards up.  You need to check yours.  Student P, you need to check yours.  I can’t read yours, Student J.  Could you write that a little clearer?  Okay.",student,That’s what I have.,teacher,"Student M, have you all finished your problem?",student,I did.,teacher,You got it?  You got it?  You got it?  Good job.,student,[Inaudible].,teacher,"Go over two number nine.  [Students finding new problem].  And we’re talking money on number nine.  We’re talking money. If you’re talking money, what needs to go with your answer? What is your quotient called?  What’s your quotient?",0,0,0,0
183,183_183,"It's like, you know how to do this.  If you're counting problems, I've seen you guys do it.  You count your problems.  You count five problems and five down, and you know that means you have 25 on the page.  It's the same thing.  This formula gives you how many is in the middle, okay?",teacher,"Where is there only 2 sides, sweetie?",student,You said side times side.,teacher,"Side times side.  They're all the same.  Side times side is going to give you how many is in the middle, okay?",student,Oh.,teacher,"It's like, you know how to do this.  If you're counting problems, I've seen you guys do it.  You count your problems.  You count five problems and five down, and you know that means you have 25 on the page.  It's the same thing.  This formula gives you how many is in the middle, okay?",student,Yes.,student,[Inaudible].,0,0,0,0
2951,2951_101,"Then we have one more 6, okay?  So if I had to evaluate or solve, 6 to the 4th power would equal 1,296, not 24, which is what some people might think if they saw this.  This is another note I'm going to leave up here.  We would read this as 6 to the 24th power.  When you see power in math, it's usually referring to an exponent, okay?  Yes, honey?",teacher,6 times 3—,multiple students,18.,teacher,Plus 3.,multiple students,21.,teacher,"Then we have one more 6, okay?  So if I had to evaluate or solve, 6 to the 4th power would equal 1,296, not 24, which is what some people might think if they saw this.  This is another note I'm going to leave up here.  We would read this as 6 to the 24th power.  When you see power in math, it's usually referring to an exponent, okay?  Yes, honey?",student,"[Inaudible], multiply the other two, then do 36 times 36?",teacher,"Yes.  Didn't I just say that?  If I did 6 times 6 times 6 times 6, and did 6 times 6 equals 36, and then did 6 times 6 equals 36, and then did 36 times 36, yes, absolutely.  That would be a two digit multiplication problem.  Let's solve it just to show.  6 times 6, carry my 3, plus 3, 21.  6 times 3—",1,1,0,0
2128,2128_135,"East Side.  So now we need to turn the question around, right? It said which school has about 100 fewer students.  So the school that has – I should see you guys writing turning the question around.  Use your paper, turn that question around.  You underlined the question.  Now turn it around. The school that has what?  What does the rest of it say? Don't guess.  Look right at what you underlined.  What did you underline?  The school that has –",teacher,5.  So 500 what?,student,575.,teacher,"Good job, Student Y.  So 575.  So now we need to find the school that has closest to 575 students.  When you think you know it, put your finger on it.  Which school has close to 575?  When you've got – you guys all have it.  Which school is it?",multiple students,East Side.,teacher,"East Side.  So now we need to turn the question around, right? It said which school has about 100 fewer students.  So the school that has – I should see you guys writing turning the question around.  Use your paper, turn that question around.  You underlined the question.  Now turn it around. The school that has what?  What does the rest of it say? Don't guess.  Look right at what you underlined.  What did you underline?  The school that has –",student,Has about [inaudible].,teacher,"Yes, exactly.  Copy that whole part.  Now does the question say has 566?  What does the question says?  Has about 100 fewer students than Apalene.  You're using that whole sentence. Use that whole sentence, Student N.  Let me see your paper, Student Y.  No.  Boys and girls, you underlined the question.  You need to use the words that you underlined. The school that has about 100 fewer students than Apalene School is what?  Student Y, copy what you underlined.  You can't just sit there.  Copy the sentence you underlined. [Speaking in foreign language].  100 less.  What school did you put your finger on, Student C?  East Side.  Finish the sentence.  Good.  All right my friends, it's time to rotate.  So we're gonna finish this tomorrow, yes.  When I staple your paper, you can put it in the yellow folder. Boys and girls, you don't have to X all the way out, right. You?  Go ahead.  Rotate to your next center, please. Student Y, you need to put your work away.  You know what happens.  We do centers every single week.  Where does your finished work go in the center?",1,1,1,0
885,885_220,Yep.  How many?  You just told me. What was the number?  What was the number they took away every time?,teacher,Yep.,student,[Inaudible],teacher,So is that the rule?  Okay.  So you’re going to take “n” and then what are we gonna do to “n”?  You just told me subtract.,student,Subtract.,teacher,Yep.  How many?  You just told me. What was the number?  What was the number they took away every time?,student,Two?,teacher,"Two.   So, “n” minus two equals a new number which is gonna be called what?",1,0,0,0
213,213_102,Are you guys [inaudible]?,student,No.,student,What?,teacher,4 times zero isn't 4?,multiple students,No.,teacher,Are you guys [inaudible]?,student,It's zero.,teacher,"4 times zero is zero, plus 2 is –",0,0,1,0
2034,2034_427,"No, we're not counting the veggies.  What did I count up when we did the survey in the room?  Number of?  Huh?  No, I'm counting what is he?",teacher,"No, you're not going to have anything because nobody picked eight or six or four or zero doors.  What's your next one? Fourteen.  It needs to go up to the three.  So make a bar on your 14 going all the way to the three.  Student A. Okay, you need a label here and a label here.",student,You know planets came from dragons?,teacher,Numbers of what?  What kind of numbers are they?  Is that how many vegetables they like?  Is that the question?  Or is it the number of –,student,Vegetables.,teacher,"No, we're not counting the veggies.  What did I count up when we did the survey in the room?  Number of?  Huh?  No, I'm counting what is he?",student,Boy.,teacher,And what are you?,1,0,1,0
2469,2469_800,It does prove it.,teacher,"Why is it that when he transformed the numbers to create two different numbers he still has the same product?  What action of his maintains the total?  Yes, Student N?",student,’Cause he didn’t add any or throw any away.,teacher,"He did not add any new cubes from the basket and he did not throw away any cube from what he has, so the total will remain the same.  Is that clear?",student,Yeah.,teacher,It does prove it.,student,[Inaudible].,teacher,Okay.  Thank you.  Yes.  Did anybody use a number line?  Did anybody use a story contest?  I saw –,0,0,0,0
